AFCODI,CVCVEN,CVCPRO,CVDPRO,CVPVEN,CVPPUB,CVSCO1,CVSCO2,CVDVAL,AFFPRZ,AFAIVA,AFDVA1,AFPEU1,CVCPAG
037520020,DG,0162787,ALENDRONATO DOC*12CPR 70MG,0,0,"38,35",0,205012310,,10,20200315,00025200,
046894022,DG,0181469,CINACALCET DOC*28CPR RIV 60MG,0,0,"38,35",0,205012310,,10,20200613,00046890,
046894010,DG,0181470,CINACALCET DOC*28CPR RIV 30MG,0,0,"38,35",0,205012310,,10,20200722,00026500,
046894034,DG,0181471,CINACALCET DOC*28CPR RIV 90MG,0,0,"38,35",0,205012310,,10,20200613,00049790,
047302031,DG,0187365,METFORMINA DOC*30CPR RIV 850MG,0,0,"38,35",0,205012310,,10,20200603,00002230,
038726016,DG,9994222,ROFIXDOL OS 30 BST 80MG,0,0,"38,35",0,205012310,,10,20130311,00003430,
046744037,DG,0164296,SOLIFENACINA DOC*20CPR RIV10MG,0,0,"38,35",0,205012310,,10,20200422,00010360,
046744013,DG,0165161,SOLIFENACINA DOC*10CPR RIV 5MG,0,0,"38,35",0,205012310,,10,20200422,00005180,
045827060,DG,0175417,ROSUVASTATINA EZ DO*30CPR20+10,0,0,"38,35",0,205012310,,10,20240324,00010700,
038466088,DG,0162449,VENLAFAXINA DOC*28CPS 75MG RP,0,0,"38,35",0,205012310,,10,20190329,00009180,
038466153,DG,0162450,VENLAFAXINA DOC*30CPS 150MG RP,0,0,"38,35",0,205012310,,10,20190329,00019720,
046744025,DG,0164295,SOLIFENACINA DOC*30CPR RIV 5MG,0,0,"38,35",0,205012310,,10,20200422,00015540,
046717017,DG,0177100,VINORELBINA DOC*1CPS 20MG   FRFR,0,0,"38,35",0,205012310,,10,20200306,00037780,
046021046,DG,0188523,LEVOTIROXINA DOC*50CPR 25MCG,0,0,"38,35",0,205012310,,10,20200618,00001780,
048259028,DG,0272328,METFORMINA DOC*60CPR 750MG RP,0,0,"38,35",0,205012310,,10,20230324,00005430,
050152026,DG,0271073,RANOLAZINA DOC*60CPR 375MG RP,0,0,"38,35",0,205012310,,10,20231029,00015200,
015896107,DG,0088423,MUSCORIL*30CPS 4MG            $,0,0,60,0,205012310,,10,20250101,00021000,
015896018,DG,1030409,MUSCORIL*IM 6F 2ML 4 MG        $,0,0,60,0,205012310,,10,20250101,00016000,
015896121,DG,0089891,MUSCORIL*14CPR ORODISP 8MG    $,0,0,60,0,205012310,,10,20250101,00021000,
042754123,DG,0268191,COLECALCIFEROLO DOC*4CPS 25000,0,0,"38,35",0,205012310,,10,20220817,00006320,
042754111,DG,0268190,COLECALCIFEROLO DOC*2CPS 25000,0,0,"38,35",0,205012310,,10,20230914,00003590,
042754174,DG,0275337,COLECALCIFEROLO DOC*10CPS10000,0,0,"38,35",0,205012310,,10,20240321,00006320,
044901015,DG,0253352,"TRAVOFIX*COLL 1FL 2,5ML",0,0,"38,35",0,205012310,,10,20250914,00008260,
043544028,DG,0275924,FLECAINIDE DOC*30CPR 100MG,0,0,"38,35",0,205012310,,10,20240328,00008110,
045160064,DG,0275281,VARDENAFIL DOC*12CPR RIV 20MG,0,0,"38,35",0,205012310,,10,20240331,00046080,
045272010,DG,0191587,OXA*COLL FL 5ML 5MG/ML,0,0,60,0,205012310,,10,20250108,00023000,
045218017,DG,0254925,AMITRIPTILINA DOC*OS GTT 20ML,0,0,"38,35",0,205012310,,10,20221111,00002450,
045565025,DG,0219818,DEFERIPRONE DOC*50CPR 1000MG,0,0,"38,35",0,205012310,,10,20201208,00144290,
045668011,DG,0253261,LACOSAMIDE DOC*14CPR RIV 50MG,0,0,"38,35",0,205012310,,10,20220918,00006260,
045668023,DG,0253262,LACOSAMIDE DOC*56CPR RIV 50MG,0,0,"38,35",0,205012310,,10,20220918,00025050,
045668047,DG,0253263,LACOSAMIDE DOC*56CPR RIV 100MG,0,0,"38,35",0,205012310,,10,20220918,00050100,
045668062,DG,0253264,LACOSAMIDE DOC*56CPR RIV 150MG,0,0,"38,35",0,205012310,,10,20220918,00075170,
046021111,DG,0188524,LEVOTIROXINA DOC*50CPR 50MCG,0,0,"38,35",0,205012310,,10,20200618,00001780,
046021186,DG,0188525,LEVOTIROXINA DOC*50CPR 100MCG,0,0,"38,35",0,205012310,,10,20200618,00001890,
046021251,DG,0188526,LEVOTIROXINA DOC*50CPR 200MCG,0,0,"38,35",0,205012310,,10,20200618,00002410,
045827033,DG,0246401,ROSUVASTATINA EZ DO*28CPR10+10,0,0,"38,35",0,205012310,,10,20220420,00010610,
045668086,DG,0253265,LACOSAMIDE DOC*56CPR RIV 200MG,0,0,"38,35",0,205012310,,10,20220918,00100230,
046021352,DG,0274353,LEVOTIROXINA DOC*50CPR 75MCG,0,0,"38,35",0,205012310,,10,20240228,00001780,
046021414,DG,0274354,LEVOTIROXINA DOC*50CPR 125MCG,0,0,"38,35",0,205012310,,10,20240228,00001910,
046501033,DG,0247160,RAMIPRIL AM ID DOC*5+5+25MG,0,0,"38,35",0,205012310,,10,20220116,00005830,
046501058,DG,0247161,RAMIPRIL AM ID DOC*10+5+25MG,0,0,"38,35",0,205012310,,10,20220116,00006880,
046501060,DG,0247162,RAMIPRIL AM ID DOC*10+10+25MG,0,0,"38,35",0,205012310,,10,20220116,00008710,
047830017,DG,0253656,SITAGLIPTIN DOC*28CPR 25MG,0,0,"38,35",0,205012310,,10,20230414,00021880,
047830029,DG,0253657,SITAGLIPTIN DOC*28CPR 50MG,0,0,"38,35",0,205012310,,10,20230414,00021880,
046679039,DG,0253946,METILPREDNISOLONE DOC*30CPR 16,0,0,"38,35",0,205012310,,10,20221002,00005960,
046021477,DG,0274355,LEVOTIROXINA DOC*50CPR 150MCG,0,0,"38,35",0,205012310,,10,20240228,00001950,
048102026,DG,0253114,BECLOMETASONE DOC*1INAL 100MCG,0,0,"38,35",0,205012310,,10,20220506,00012260,
047887017,DG,0260409,SITAGLIPTIN MET DOC*56CPR,0,0,"38,35",0,205012310,,10,20230414,00026150,
048023016,DG,0278382,ROSUCETIL*28CPS 5MG+100MG,0,0,"32,35",0,205012310,,10,20240730,00005350,
048023028,DG,0278383,ROSUCETIL*28CPS 10MG+100MG,0,0,"32,35",0,205012310,,10,20240730,00006500,
048023030,DG,0278384,ROSUCETIL*28CPS 20MG+100MG,0,0,"32,35",0,205012310,,10,20240730,00009600,
048247023,DG,0280513,ATORVASTATINA DOC*30CPR 20MG,0,0,"38,35",0,205012310,,10,20240213,00007960,
048247011,DG,0281946,ATORVASTATINA DOC*30CPR 10MG,0,0,"38,35",0,205012310,,10,20250113,00004350,
048496018,DG,0255051,VILDAGLIPTIN MET DOC*50+850MG,0,0,"38,35",0,205012310,,10,20230414,00024500,
048496020,DG,0255052,VILDAGLIPTIN MET DOC*50+1000MG,0,0,"38,35",0,205012310,,10,20230414,00024500,
048259030,DG,0272326,METFORMINA DOC*60CPR 1000MG RP,0,0,"38,35",0,205012310,,10,20230324,00005430,
048259016,DG,0272327,METFORMINA DOC*60CPR 500MG RP,0,0,"38,35",0,205012310,,10,20230324,00005430,
048247035,DG,0281267,ATORVASTATINA DOC*30CPR 40MG,0,0,"38,35",0,205012310,,10,20240213,00009560,
049368020,DG,0248035,ESLICARBAZEPINA DOC*30CPR800MG,0,0,"38,35",0,205012310,,10,20251012,00061010,
048964062,DG,0248038,AMISULPRIDE DOC*30CPR 400MG,0,0,"38,35",0,205012310,,10,20220504,00049240,
049577024,DG,0253110,"PRAMIPEXOLO DOC*10CPR 0,52MG",0,0,"38,35",0,205012310,,10,20220108,00004790,
049577048,DG,0253111,"PRAMIPEXOLO DOC*30CPR 1,05MG",0,0,"38,35",0,205012310,,10,20220108,00028990,
049577051,DG,0253112,"PRAMIPEXOLO DOC*30CPR 2,1MG",0,0,"38,35",0,205012310,,10,20220108,00057970,
048636029,DG,0253735,VILDAGLIPTIN DOC*56CPR 50MG,0,0,"38,35",0,205012310,,10,20230414,00024500,
049651019,DG,0275186,"RIVAROXABAN DOC*56CPR 2,5MG",0,0,"38,35",0,205012310,,10,20250713,00014900,
049719014,DG,0268192,SALMETEROLO FLUTIC DOC*25+50,0,0,"38,35",0,205012310,,10,20220325,00026200,
049719026,DG,0273553,SALMETEROLO FLUTIC DOC*25+125,0,0,"38,35",0,205012310,,10,20220325,00030000,
049719038,DG,0273554,SALMETEROLO FLUTIC DOC*25+250,0,0,"38,35",0,205012310,,10,20220325,00040000,
049675059,DG,0274455,DABIGATRAN ETEX DOC*30CPS110MG,0,0,"38,35",0,205012310,,10,20231019,00021000,
049675061,DG,0274456,DABIGATRAN ETEX DOC*60CPS110MG,0,0,"38,35",0,205012310,,10,20231019,00042000,
049675085,DG,0274457,DABIGATRAN ETEX DOC*60CPS150MG,0,0,"38,35",0,205012310,,10,20231019,00042000,
049651033,DG,0280572,RIVAROXABAN DOC*30CPR 10MG,0,0,"38,35",0,205012310,,10,20241112,00031100,
049651045,DG,0280573,RIVAROXABAN DOC*42CPR 15MG,0,0,"38,35",0,205012310,,10,20241112,00043540,
049651058,DG,0280574,RIVAROXABAN DOC*28CPR 20MG,0,0,"38,35",0,205012310,,10,20241112,00029020,
050110028,DG,0272085,FESOTERODINA DOC*28CPR 4MG RP,0,0,"38,35",0,205012310,,10,20231214,00007770,
050110042,DG,0272086,FESOTERODINA DOC*28CPR 8MG RP,0,0,"38,35",0,205012310,,10,20231214,00015550,
049995184,DG,0277394,REGIAM*30CPS 10MG+5MG,0,0,"38,35",0,205012310,,10,20240531,00008730,
049995020,DG,0277395,"REGIAM*30CPS 2,5MG+1,25MG",0,0,"38,35",0,205012310,,10,20240705,00004420,
049995069,DG,0277396,"REGIAM*30CPS 2,5MG+2,5MG",0,0,"38,35",0,205012310,,10,20240705,00004570,
049995107,DG,0277397,"REGIAM*30CPS 5MG+2,5MG",0,0,"38,35",0,205012310,,10,20240531,00005030,
049995145,DG,0277398,REGIAM*30CPS 5MG+5MG,0,0,"38,35",0,205012310,,10,20240531,00006650,
050152053,DG,0270799,RANOLAZINA BRU*60CPR 500MG RP,0,0,"38,35",0,205012310,,10,20231029,00015200,
050152089,DG,0270801,RANOLAZINA BRU*60CPR 750MG RP,0,0,"38,35",0,205012310,,10,20231029,00015200,
050866019,DG,0275280,AZATIOPRINA DOC*50CPR RIV 50MG,0,0,"38,35",0,205012310,,10,20240405,00013380,
050876010,DG,0276694,SALMETEROLO FLUT DOC*1IN50+100,0,0,"38,35",0,205012310,,10,20240609,00018510,
050876059,DG,0276695,SALMETEROLO FLUT DOC*1IN50+250,0,0,"38,35",0,205012310,,10,20240609,00025920,
050805011,DG,0280570,ONDANSETRON DOC*6CPR OROD 4MG,0,0,"38,35",0,205012310,,10,20240622,00023890,
050805023,DG,0280571,ONDANSETRON DOC*6CPR OROD 8MG,0,0,"38,35",0,205012310,,10,20240622,00038690,
050876097,DG,0276696,SALMETEROLO FLUT DOC*1IN50+500,0,0,"38,35",0,205012310,,10,20240609,00032500,
988057473,DG,0276797,MACULA 360 40CPR,"20,71",0,0,0,205012310,,10,20240617,00034000,
988951087,DG,0279336,TEGRADOC 30CPR,"13,7",0,0,0,205012310,,10,20241002,00022500,
988948497,DG,0279536,GABADIN 30CPR,"19,49",0,0,0,205012310,,10,20240828,00032000,
050975198,DG,0281407,DESMOPRESSINA DOC*30CPR 120MCG,0,0,"38,35",0,205012310,,10,20241210,00029440,
050975034,DG,0281408,DESMOPRESSINA DOC*30CPR 60MCG,0,0,"38,35",0,205012310,,10,20241210,00014750,
972728000,DG,0113615,"RENOVA LIPO AC IALUR 0,4% 10ML","12,41",0,0,0,205012310,,22,20240201,00022600,
045827045,DG,0175416,ROSUVASTATINA EZ DO*30CPR10+10,0,0,"38,35",0,205012310,,10,20240324,00010700,
043401052,DG,0193996,PREDNISONE DOC*20CPR 25MG,0,0,"38,35",0,205012310,,10,20190616,00007320,
040201030,DG,9975777,ESOMEPRAZOLO DOC*14CPS 20MG,0,0,"38,35",0,205012310,,10,20170915,00005880,
049310016,DG,0233292,"PER.AM.IND 30CPR4MG+1,25MG+5MDOC",0,0,"38,35",0,205012310,,10,20210912,00007060,
049310028,DG,0233302,"PER.AM.IND CPR4MG+1,25MG+10MGDOC",0,0,"38,35",0,205012310,,10,20210912,00007060,
051119028,DG,0286716,PERINDOPRIL IND DOC*30CPR 5MG+,0,0,"38,35",0,205012310,,10,20250516,00010400,
051119030,DG,0286717,PERINDOPRIL IND DOC*30CPR10MG+,0,0,"38,35",0,205012310,,10,20250516,00012070,
051119016,DG,0286720,"PERINDOPRIL IND DOC*30CPR 2,5+",0,0,"38,35",0,205012310,,10,20250516,00010400,
050371018,DG,0286733,TICAGRELOR DOC*56CPR RIV 60MG,0,0,"38,35",0,205012310,,10,20250603,00024900,
050371032,DG,0286734,TICAGRELOR DOC*56CPR RIV 90MG,0,0,"38,35",0,205012310,,10,20250603,00024900,
044091015,DG,0121412,AMLODIPINA VAL DOC*28CPR 5+80,0,0,"38,35",0,205012310,,10,20171019,00007470,
044091027,DG,0121413,AMLODIPINA VAL DOC*28CPR 5+160,0,0,"38,35",0,205012310,,10,20171019,00008800,
044091039,DG,0121414,AMLODIPINA VAL DOC*28CPR10+160,0,0,"38,35",0,205012310,,10,20171019,00010880,
047074012,DG,0207578,AEROMEX*1INAL 60D 50+500MCG,0,0,"38,35",0,205012310,,10,20221127,00032500,
049424017,DG,0234090,TIOTROPIO DOC*INAL 30CPS 18MCG,0,0,"38,35",0,205012310,,10,20211013,00032000,
950405439,DG,0286622,URIPYR 30BUST,"16,14",0,0,0,205012310,,10,20250523,00026500,
950405441,DG,0286621,MACULAMIT 30STICK,"19,49",0,0,0,205012310,,10,20250523,00032000,
042754135,DG,0255053,COLECALCIFEROLO DOC*2CPS 50000,0,0,"38,35",0,205012310,,10,20220817,00006320,
050213014,DG,0260401,BECLOMETASONE FOR DOC*100+6MCGFR,0,0,"38,35",0,205012310,,10,20240114,00025000,
049156019,DG,0265719,MAGALDRATO DOC*OS SOSP40BS 800,0,0,"38,35",0,205012310,,10,20250323,00005250,
050781083,DG,0284396,ROTIGOTINA DOC*28CER 2MG/24H,0,0,"38,35",0,205012310,,10,20250413,00071980,
050781234,DG,0284398,ROTIGOTINA DOC*28CER 6MG/24H,0,0,"38,35",0,205012310,,10,20250413,00100580,
050781285,DG,0284399,ROTIGOTINA DOC*28CER 8MG/24H,0,0,"38,35",0,205012310,,10,20250413,00125360,
951023338,DG,0287780,MUSCORIL ESP 12GEL 8SCATX5CER,0,0,60,0,205012310,,10,20250620,00362000,
045951011,DG,0287184,MUSCORIDOL*5CER MED 180MG,0,0,60,0,205012310,,10,20250404,00016900,
051378014,DG,0287186,MUSCORIL DOLORE*GEL 60G 20MG/G,0,0,"59,98",0,205012310,,10,20250404,00014900,
051378026,DG,0287187,MUSCORIL DOLORE*GEL100G 20MG/G,0,0,60,0,205012310,,10,20250404,00018900,
045951023,DG,0287185,MUSCORIDOL*10CER MED 180MG,0,0,60,0,205012310,,10,20250404,00023900,
043082027,DG,0091448,FLUTICASONE DOC*INAL120EROG250,0,0,"38,35",0,205012310,,10,20150607,00029180,
043082015,DG,0091447,FLUTICASONE DOC*INAL120ER 125,0,0,"38,35",0,205012310,,10,20150607,00014390,
048574014,DG,0228076,EZETIMIBE ATORV DOC*30CPS10+10,0,0,"38,35",0,205012310,,10,20210625,00010300,
048574026,DG,0228077,EZETIMIBE ATORV DOC*30CPS10+20,0,0,"38,35",0,205012310,,10,20210625,00011830,
048574038,DG,0228078,EZETIMIBE ATORV DOC*30CPS10+40,0,0,"38,35",0,205012310,,10,20210625,00012500,
046287013,DG,0261898,PAROXETINA DOC*OS GTT 60ML,0,0,"38,35",0,205012310,,10,20230127,00016270,
038706103,DG,0253113,"LISINOPRIL ID DOC*28CPR20+12,5",0,0,"38,35",0,205012310,,10,20220913,00004490,
032010011,DG,9932162,SELECOM*50CPR 5MG,0,0,"38,35",0,205012310,,10,20150730,00010760,
048964047,DG,0248037,AMISULPRIDE DOC*30CPR 200MG,0,0,"38,35",0,205012310,,10,20220504,00024630,
043197019,DG,0265699,IBUPROFENE DOC*BB FL 150ML FR,"4,98",0,0,0,205012310,,10,20220411,00009000,
